,Member_type,Duration(day)
1133,bachelor degree,68.0
1134,bachelor degree,29.0
1135,bachelor degree,30.0
1136,bachelor degree,13.0
1137,bachelor degree,2.0
1138,bachelor degree,1.0
1139,bachelor degree,6.0
1140,bachelor degree,12.0
1142,bachelor degree,14.0
1143,bachelor degree,8.0
1144,bachelor degree,14.0
1145,bachelor degree,7.0
1146,bachelor degree,7.0
1147,bachelor degree,26.0
1148,bachelor degree,13.0
1149,bachelor degree,29.0
1150,bachelor degree,11.0
1151,bachelor degree,53.0
1153,bachelor degree,22.0
1154,bachelor degree,13.0
1155,bachelor degree,13.0
1156,bachelor degree,4.0
1157,bachelor degree,25.0
1158,bachelor degree,14.0
1159,bachelor degree,12.0
1160,bachelor degree,18.0
1161,bachelor degree,4.0
1162,bachelor degree,13.0
1163,bachelor degree,7.0
1164,bachelor degree,18.0
1165,bachelor degree,7.0
1167,bachelor degree,18.0
1168,bachelor degree,7.0
1169,bachelor degree,11.0
1170,bachelor degree,7.0
1171,bachelor degree,11.0
1172,bachelor degree,7.0
1173,bachelor degree,18.0
1174,bachelor degree,7.0
1175,bachelor degree,10.0
1176,bachelor degree,5.0
1177,bachelor degree,8.0
1178,bachelor degree,17.0
1179,bachelor degree,14.0
1180,bachelor degree,10.0
1181,bachelor degree,5.0
1182,bachelor degree,3.0
1183,bachelor degree,4.0
1184,bachelor degree,7.0
1185,bachelor degree,14.0
1186,bachelor degree,22.0
1187,bachelor degree,114.0
1188,bachelor degree,3.0
1189,bachelor degree,25.0
1190,bachelor degree,2.0
1191,bachelor degree,22.0
1192,bachelor degree,13.0
1193,bachelor degree,15.0
1194,bachelor degree,21.0
1195,bachelor degree,19.0
1196,bachelor degree,21.0
1197,bachelor degree,28.0
1198,bachelor degree,6.0
1199,bachelor degree,6.0
1200,bachelor degree,7.0
1201,bachelor degree,14.0
1202,bachelor degree,11.0
1203,bachelor degree,7.0
1204,bachelor degree,2.0
1205,bachelor degree,11.0
1206,bachelor degree,14.0
1208,bachelor degree,6.0
1209,bachelor degree,7.0
1210,bachelor degree,14.0
1211,bachelor degree,13.0
1212,bachelor degree,14.0
1213,bachelor degree,14.0
1214,bachelor degree,27.0
1215,bachelor degree,16.0
1216,bachelor degree,29.0
1217,bachelor degree,8.0
1218,bachelor degree,14.0
1219,bachelor degree,10.0
1220,bachelor degree,12.0
1221,bachelor degree,14.0
1222,bachelor degree,27.0
1223,bachelor degree,1.0
1224,bachelor degree,16.0
1225,bachelor degree,25.0
1227,bachelor degree,13.0
1228,bachelor degree,14.0
1229,bachelor degree,16.0
1230,bachelor degree,23.0
1231,bachelor degree,11.0
1232,bachelor degree,14.0
1233,bachelor degree,10.0
1234,bachelor degree,14.0
1235,bachelor degree,26.0
1236,bachelor degree,153.0
1237,bachelor degree,9.0
1238,bachelor degree,3.0
1239,bachelor degree,2.0
1240,bachelor degree,12.0
1241,bachelor degree,17.0
1242,bachelor degree,7.0
1243,bachelor degree,7.0
1244,bachelor degree,14.0
1245,bachelor degree,28.0
1247,bachelor degree,12.0
1248,bachelor degree,28.0
1250,bachelor degree,7.0
1251,bachelor degree,12.0
1252,bachelor degree,18.0
1253,bachelor degree,14.0
1254,bachelor degree,12.0
1255,bachelor degree,25.0
1256,bachelor degree,13.0
1258,bachelor degree,5.0
1259,bachelor degree,23.0
1260,bachelor degree,1.0
1261,bachelor degree,12.0
1262,bachelor degree,15.0
1263,bachelor degree,2.0
1264,bachelor degree,5.0
1265,bachelor degree,17.0
1267,bachelor degree,38.0
1268,bachelor degree,22.0
1269,bachelor degree,20.0
1270,bachelor degree,119.0
1271,bachelor degree,5.0
1272,bachelor degree,1.0
1273,bachelor degree,10.0
1274,bachelor degree,5.0
1275,bachelor degree,28.0
1276,bachelor degree,4.0
1277,bachelor degree,7.0
1278,bachelor degree,7.0
1279,bachelor degree,12.0
1280,bachelor degree,3.0
1281,bachelor degree,9.0
1282,bachelor degree,14.0
1283,bachelor degree,7.0
1284,bachelor degree,2.0
1286,bachelor degree,6.0
1287,bachelor degree,7.0
1288,bachelor degree,3.0
1290,bachelor degree,8.0
1291,bachelor degree,7.0
1292,bachelor degree,3.0
1293,bachelor degree,7.0
1294,bachelor degree,2.0
1295,bachelor degree,7.0
1296,bachelor degree,7.0
1297,bachelor degree,9.0
1298,bachelor degree,7.0
1299,bachelor degree,6.0
1300,bachelor degree,108.0
1301,bachelor degree,6.0
1302,bachelor degree,7.0
1303,bachelor degree,3.0
1304,bachelor degree,7.0
1307,bachelor degree,4.0
1308,bachelor degree,7.0
1309,bachelor degree,16.0
1310,bachelor degree,6.0
1311,bachelor degree,9.0
1312,bachelor degree,7.0
1313,bachelor degree,7.0
1314,bachelor degree,7.0
1315,bachelor degree,2.0
1316,bachelor degree,7.0
1317,bachelor degree,9.0
1318,bachelor degree,7.0
1319,bachelor degree,7.0
1320,bachelor degree,8.0
1321,bachelor degree,3.0
1322,bachelor degree,8.0
1323,bachelor degree,28.0
1324,bachelor degree,9.0
1325,bachelor degree,8.0
1326,bachelor degree,6.0
1327,bachelor degree,8.0
1328,bachelor degree,10.0
1329,bachelor degree,21.0
1331,bachelor degree,9.0
1332,bachelor degree,14.0
1333,bachelor degree,20.0
1334,bachelor degree,3.0
1335,bachelor degree,12.0
1336,bachelor degree,7.0
1337,bachelor degree,8.0
1338,bachelor degree,6.0
1339,bachelor degree,4.0
1340,bachelor degree,2.0
1342,bachelor degree,8.0
1343,bachelor degree,8.0
1344,bachelor degree,7.0
1345,bachelor degree,6.0
1346,bachelor degree,9.0
1348,bachelor degree,7.0
1349,bachelor degree,14.0
1350,bachelor degree,6.0
1351,bachelor degree,6.0
1352,bachelor degree,7.0
1353,bachelor degree,4.0
1354,bachelor degree,2.0
1355,bachelor degree,10.0
1356,bachelor degree,8.0
1357,bachelor degree,19.0
1358,bachelor degree,12.0
1359,bachelor degree,7.0
1360,bachelor degree,9.0
1361,bachelor degree,10.0
1362,bachelor degree,8.0
1364,bachelor degree,7.0
1365,bachelor degree,12.0
1366,bachelor degree,7.0
1368,bachelor degree,7.0
1369,bachelor degree,15.0
1370,bachelor degree,7.0
1371,bachelor degree,71.0
1372,bachelor degree,15.0
1373,bachelor degree,7.0
1374,bachelor degree,7.0
1375,bachelor degree,14.0
1376,bachelor degree,2.0
1378,bachelor degree,14.0
1379,bachelor degree,5.0
1380,bachelor degree,7.0
1381,bachelor degree,7.0
1382,bachelor degree,6.0
1383,bachelor degree,3.0
1384,bachelor degree,10.0
1385,bachelor degree,7.0
1386,bachelor degree,7.0
1387,bachelor degree,7.0
1388,bachelor degree,8.0
1389,bachelor degree,7.0
1390,bachelor degree,6.0
1391,bachelor degree,6.0
1392,bachelor degree,5.0
1393,bachelor degree,6.0
1394,bachelor degree,5.0
1395,bachelor degree,7.0
1396,bachelor degree,7.0
1397,bachelor degree,9.0
1398,bachelor degree,8.0
1399,bachelor degree,3.0
1400,bachelor degree,6.0
1401,bachelor degree,6.0
1402,bachelor degree,7.0
1403,bachelor degree,7.0
1404,bachelor degree,6.0
1405,bachelor degree,7.0
1406,bachelor degree,4.0
1407,bachelor degree,3.0
1408,bachelor degree,7.0
1409,bachelor degree,8.0
1410,bachelor degree,7.0
1411,bachelor degree,9.0
1412,bachelor degree,6.0
1414,bachelor degree,7.0
1415,bachelor degree,6.0
1416,bachelor degree,12.0
1417,bachelor degree,7.0
1418,bachelor degree,7.0
1419,bachelor degree,29.0
1420,bachelor degree,7.0
1421,bachelor degree,7.0
1422,bachelor degree,7.0
1424,bachelor degree,2.0
1425,bachelor degree,29.0
1427,bachelor degree,7.0
1428,bachelor degree,7.0
1429,bachelor degree,7.0
1430,bachelor degree,10.0
1432,bachelor degree,7.0
1433,bachelor degree,7.0
1435,bachelor degree,77.0
1436,bachelor degree,13.0
1437,bachelor degree,19.0
1440,bachelor degree,162.0
1441,bachelor degree,13.0
1442,bachelor degree,8.0
1443,bachelor degree,18.0
1444,bachelor degree,11.0
1445,bachelor degree,7.0
1446,bachelor degree,14.0
1447,bachelor degree,18.0
1448,bachelor degree,3.0
1451,bachelor degree,6.0
1452,bachelor degree,10.0
1453,bachelor degree,3.0
1454,bachelor degree,13.0
1455,bachelor degree,14.0
1456,bachelor degree,13.0
1457,bachelor degree,16.0
1458,bachelor degree,8.0
1459,bachelor degree,15.0
1460,bachelor degree,8.0
1461,bachelor degree,28.0
1462,bachelor degree,10.0
1463,bachelor degree,7.0
1464,bachelor degree,16.0
1465,bachelor degree,14.0
1466,bachelor degree,1.0
1467,bachelor degree,23.0
1468,bachelor degree,21.0
1469,bachelor degree,7.0
1470,bachelor degree,12.0
1472,bachelor degree,13.0
1473,bachelor degree,2.0
1474,bachelor degree,13.0
1475,bachelor degree,26.0
1476,bachelor degree,13.0
1477,bachelor degree,14.0
1478,bachelor degree,3.0
1479,bachelor degree,18.0
1480,bachelor degree,44.0
1481,bachelor degree,8.0
1482,bachelor degree,3.0
1483,bachelor degree,15.0
1484,bachelor degree,16.0
1485,bachelor degree,6.0
1486,bachelor degree,13.0
1488,bachelor degree,27.0
1489,bachelor degree,29.0
1490,bachelor degree,15.0
1491,bachelor degree,23.0
1492,bachelor degree,14.0
1493,bachelor degree,10.0
1494,bachelor degree,28.0
1495,bachelor degree,12.0
1497,bachelor degree,6.0
1498,bachelor degree,8.0
1499,bachelor degree,1.0
1500,bachelor degree,28.0
1501,bachelor degree,17.0
1502,bachelor degree,11.0
1503,bachelor degree,13.0
1504,bachelor degree,17.0
1505,bachelor degree,27.0
1506,bachelor degree,14.0
1507,bachelor degree,12.0
1508,bachelor degree,17.0
1509,bachelor degree,105.0
1510,bachelor degree,25.0
1511,bachelor degree,14.0
1512,bachelor degree,1.0
1513,bachelor degree,25.0
1515,bachelor degree,169.0
1516,bachelor degree,10.0
1517,bachelor degree,14.0
1518,bachelor degree,13.0
1519,bachelor degree,16.0
1520,bachelor degree,13.0
1521,bachelor degree,19.0
1522,bachelor degree,4.0
1523,bachelor degree,14.0
1524,bachelor degree,18.0
1525,bachelor degree,77.0
1526,bachelor degree,5.0
1527,bachelor degree,8.0
1528,bachelor degree,3.0
1529,bachelor degree,3.0
1530,bachelor degree,3.0
1531,bachelor degree,9.0
1532,bachelor degree,18.0
1534,bachelor degree,16.0
1535,bachelor degree,14.0
1537,bachelor degree,13.0
1538,bachelor degree,15.0
1539,bachelor degree,13.0
1540,bachelor degree,16.0
1541,bachelor degree,18.0
1542,bachelor degree,20.0
1543,bachelor degree,28.0
1544,bachelor degree,14.0
1545,bachelor degree,13.0
1546,bachelor degree,7.0
1547,bachelor degree,17.0
1549,bachelor degree,15.0
1550,bachelor degree,9.0
1551,bachelor degree,14.0
1552,bachelor degree,14.0
1553,bachelor degree,13.0
1554,bachelor degree,12.0
1555,bachelor degree,16.0
1556,bachelor degree,3.0
1557,bachelor degree,20.0
1559,bachelor degree,1.0
1560,bachelor degree,14.0
1561,bachelor degree,25.0
1562,bachelor degree,26.0
1564,bachelor degree,19.0
1565,bachelor degree,11.0
1566,bachelor degree,16.0
1567,bachelor degree,5.0
1568,bachelor degree,21.0
1569,bachelor degree,7.0
1570,bachelor degree,8.0
1571,bachelor degree,21.0
1572,bachelor degree,8.0
1573,bachelor degree,34.0
1574,bachelor degree,32.0
1575,bachelor degree,28.0
1576,bachelor degree,55.0
1577,bachelor degree,15.0
1578,bachelor degree,11.0
1579,bachelor degree,13.0
1580,bachelor degree,16.0
1581,bachelor degree,28.0
1582,bachelor degree,14.0
1583,bachelor degree,18.0
1584,bachelor degree,16.0
1585,bachelor degree,28.0
1586,bachelor degree,82.0
1587,bachelor degree,11.0
1588,bachelor degree,19.0
1590,bachelor degree,9.0
1591,bachelor degree,10.0
1592,bachelor degree,11.0
1593,bachelor degree,2.0
1594,bachelor degree,14.0
1595,bachelor degree,7.0
1596,bachelor degree,8.0
1597,bachelor degree,7.0
1598,bachelor degree,8.0
1599,bachelor degree,1.0
1602,bachelor degree,7.0
1603,bachelor degree,7.0
1604,bachelor degree,2.0
1605,bachelor degree,7.0
1606,bachelor degree,3.0
1607,bachelor degree,10.0
1611,bachelor degree,14.0
1612,bachelor degree,6.0
1613,bachelor degree,18.0
1614,bachelor degree,11.0
1615,bachelor degree,3.0
1616,bachelor degree,6.0
1617,bachelor degree,28.0
1618,bachelor degree,29.0
1619,bachelor degree,91.0
1621,bachelor degree,7.0
1622,bachelor degree,7.0
1623,bachelor degree,7.0
1624,bachelor degree,1.0
1625,bachelor degree,21.0
1626,bachelor degree,11.0
1627,bachelor degree,3.0
1628,bachelor degree,13.0
1629,bachelor degree,12.0
1630,bachelor degree,14.0
1631,bachelor degree,13.0
1632,bachelor degree,10.0
1633,bachelor degree,1.0
1634,bachelor degree,2.0
1635,bachelor degree,27.0
1636,bachelor degree,25.0
1637,bachelor degree,26.0
1638,bachelor degree,14.0
1639,bachelor degree,6.0
1640,bachelor degree,7.0
1641,bachelor degree,15.0
1642,bachelor degree,12.0
1643,bachelor degree,6.0
1644,bachelor degree,9.0
1645,bachelor degree,15.0
1646,bachelor degree,8.0
1647,bachelor degree,19.0
1648,bachelor degree,14.0
1649,bachelor degree,13.0
1651,bachelor degree,71.0
1652,bachelor degree,18.0
1653,bachelor degree,12.0
1654,bachelor degree,10.0
1655,bachelor degree,2.0
1656,bachelor degree,129.0
1657,bachelor degree,20.0
1658,bachelor degree,12.0
1659,bachelor degree,12.0
1660,bachelor degree,12.0
1661,bachelor degree,7.0
1662,bachelor degree,14.0
1663,bachelor degree,17.0
1664,bachelor degree,19.0
1665,bachelor degree,4.0
1666,bachelor degree,28.0
1667,bachelor degree,30.0
1668,bachelor degree,30.0
1669,bachelor degree,10.0
1670,bachelor degree,17.0
1671,bachelor degree,6.0
1672,bachelor degree,19.0
1674,bachelor degree,15.0
1675,bachelor degree,12.0
1676,bachelor degree,15.0
1677,bachelor degree,17.0
1678,bachelor degree,2.0
1680,bachelor degree,14.0
1681,bachelor degree,4.0
1682,bachelor degree,28.0
1683,bachelor degree,9.0
1684,bachelor degree,13.0
1685,bachelor degree,9.0
1686,bachelor degree,12.0
1687,bachelor degree,14.0
1688,bachelor degree,13.0
1689,bachelor degree,15.0
1690,bachelor degree,33.0
1691,bachelor degree,2.0
1692,bachelor degree,3.0
1694,bachelor degree,84.0
1695,bachelor degree,7.0
1696,bachelor degree,14.0
1697,bachelor degree,5.0
1698,bachelor degree,8.0
1700,bachelor degree,8.0
1701,bachelor degree,19.0
1702,bachelor degree,13.0
1703,bachelor degree,7.0
1704,bachelor degree,14.0
1705,bachelor degree,24.0
1706,bachelor degree,10.0
1707,bachelor degree,9.0
1708,bachelor degree,36.0
1709,bachelor degree,1.0
1710,bachelor degree,17.0
1711,bachelor degree,14.0
1712,bachelor degree,11.0
1713,bachelor degree,14.0
1714,bachelor degree,15.0
1715,bachelor degree,13.0
1716,bachelor degree,42.0
1717,bachelor degree,2.0
1718,bachelor degree,15.0
1719,bachelor degree,9.0
1720,bachelor degree,9.0
1721,bachelor degree,15.0
1722,bachelor degree,9.0
1723,bachelor degree,52.0
1724,bachelor degree,14.0
1725,bachelor degree,22.0
1726,bachelor degree,10.0
1727,bachelor degree,21.0
1728,bachelor degree,10.0
1729,bachelor degree,27.0
1730,bachelor degree,14.0
1732,bachelor degree,7.0
1733,bachelor degree,7.0
1734,bachelor degree,19.0
1735,bachelor degree,14.0
1736,bachelor degree,112.0
1737,bachelor degree,15.0
1738,bachelor degree,8.0
1739,bachelor degree,6.0
1740,bachelor degree,3.0
1741,bachelor degree,8.0
1742,bachelor degree,49.0
1743,bachelor degree,26.0
1744,bachelor degree,19.0
1745,bachelor degree,8.0
1746,bachelor degree,28.0
1747,bachelor degree,1.0
1748,bachelor degree,25.0
1749,bachelor degree,14.0
1750,bachelor degree,11.0
1751,bachelor degree,16.0
1752,bachelor degree,14.0
1754,bachelor degree,10.0
1755,bachelor degree,26.0
1756,bachelor degree,24.0
1757,bachelor degree,10.0
1758,bachelor degree,9.0
1759,bachelor degree,95.0
1761,bachelor degree,14.0
1762,bachelor degree,14.0
1763,bachelor degree,3.0
1764,bachelor degree,8.0
1765,bachelor degree,7.0
1766,bachelor degree,103.0
1767,bachelor degree,13.0
1768,bachelor degree,21.0
1769,bachelor degree,13.0
1770,bachelor degree,26.0
1771,bachelor degree,6.0
1772,bachelor degree,6.0
1773,bachelor degree,11.0
1774,bachelor degree,7.0
1775,bachelor degree,8.0
1776,bachelor degree,11.0
1777,bachelor degree,7.0
1779,bachelor degree,15.0
1780,bachelor degree,17.0
1781,bachelor degree,14.0
1782,bachelor degree,14.0
1783,bachelor degree,14.0
1784,bachelor degree,27.0
1785,bachelor degree,14.0
1786,bachelor degree,8.0
1787,bachelor degree,32.0
1788,bachelor degree,15.0
1789,bachelor degree,5.0
1790,bachelor degree,2.0
1791,bachelor degree,11.0
1792,bachelor degree,25.0
1793,bachelor degree,3.0
1794,bachelor degree,28.0
1795,bachelor degree,13.0
1796,bachelor degree,12.0
1797,bachelor degree,52.0
1798,bachelor degree,7.0
1799,bachelor degree,12.0
1800,bachelor degree,16.0
1801,bachelor degree,14.0
1802,bachelor degree,8.0
1803,bachelor degree,15.0
1804,bachelor degree,9.0
1805,bachelor degree,5.0
1806,bachelor degree,15.0
1807,bachelor degree,6.0
1808,bachelor degree,27.0
1809,bachelor degree,6.0
1810,bachelor degree,11.0
1811,bachelor degree,6.0
1812,bachelor degree,14.0
1813,bachelor degree,9.0
1814,bachelor degree,13.0
1815,bachelor degree,22.0
1816,bachelor degree,19.0
1817,bachelor degree,29.0
1818,bachelor degree,5.0
1819,bachelor degree,14.0
1820,bachelor degree,7.0
1821,bachelor degree,8.0
1822,bachelor degree,11.0
1823,bachelor degree,15.0
1824,bachelor degree,14.0
1825,bachelor degree,8.0
1826,bachelor degree,96.0
1827,bachelor degree,28.0
1828,bachelor degree,14.0
1829,bachelor degree,3.0
1830,bachelor degree,9.0
1831,bachelor degree,18.0
1832,bachelor degree,7.0
1833,bachelor degree,6.0
1834,bachelor degree,24.0
1835,bachelor degree,30.0
1836,bachelor degree,13.0
1837,bachelor degree,3.0
1838,bachelor degree,25.0
1839,bachelor degree,15.0
1840,bachelor degree,14.0
1841,bachelor degree,11.0
1842,bachelor degree,33.0
1843,bachelor degree,16.0
1844,bachelor degree,15.0
1845,bachelor degree,29.0
1846,bachelor degree,13.0
1847,bachelor degree,2.0
1848,bachelor degree,5.0
1849,bachelor degree,3.0
1850,bachelor degree,14.0
